text,label
"There is a reason why Bert I. Gordon's American-International cheapies were paid more lip service than the works of Ed Wood on the now-defunct Satellite of Love: the man carries the dishonorable title of being one of the most inept directors of low-budget schlock. But whereas stuff like ""The Amazing Colossal Man"" (a man turned giant by atomic testing) and ""Beginning of the End"" (Peter Graves vs. giant grasshoppers) had a certain charm reflective of the 1950s' ""high- concept/low-budget"" brand of sci-fi, ""Empire of the Ants"" is a bottom-feeder from start to finish, trying desperately to capture the low-grade magic of a bygone era. The only real merit of ""Ants"" is its nostalgia value--yes, I would watch this as a child and be utterly terrified of those bloodthirsty, radiation-grown buggers; years later, the puppet heads being shaken off-camera are less than impressive (as is Gordon's excessively shaking camera during the attack scenes), as is the stock footage blown up to make the ants tower over our human protagonists. The exposition scenes are painfully awkward, the dialog mostly atrocious, and the performances reflect this (with dismal results). The film is padded out with nonsensical clichés (the old couple who wanders off for no reason; the girl who sprains her ankle; another who gets snagged on a branch) and incredible lapses in logic (why can't our zeroes see or hear a cluster of ants that are mere feet away?), which culminates in a third act that apparently tries to wax philosophical in the vein of H.G. Wells' original story (which I haven't read) but falls flat on its face. ""Empire of the Ants"" is an interesting epitaph for a genre that has long since passed, but its best possible fate will probably be drunken viewing at your next house party.",0.0
"Two or even three movies for the price of one! The first is a travelog that was shot somewhere south of the US border. There are some excellent scenes of local fishermen and the culture of ordinary folks. Rumor has it that these are from Orsen Wells circa 1942. The second movie is unabashed marketing for tourism in Mexico - the last shot is of a tourist poster that melts into a plane flying to or from our neighbor to the south. The third movie is a lackluster mystery of sorts with Tom Lawrence at his worst. It is not that all of his Falcon movies are terrible, some are decent. The Falcon in Mexico is not one of his stellar performances and not really worth your time viewing. Half an hour after the movie, you won't rember who did it or care. Costume design by Renié.",0.0
"First of all, the battle of Poltava is very far from the center of this movie, so the international title is very misleading. Second, the story sucked. Big-time. Two french noble mens, one on the Russian side and one on the Swedish side, just for them to meet and settle at the end? Ridiculous.<br /><br />All the foreign characters are played by Russian actors, and the foreign language is done by voice over, which is done really bad by the way.<br /><br />The clothing is historical incorrect, with the officers on both sides looking like the Napoleonic offers during Waterloo. I guess Oleg Ryaskov got some inspiration from Sergei Bondarchuk's Waterloo. Except there is more than 100 years apart from these two battles. And for example, the Swedish attack wasn't lead by Karl XII (because he was wounded and couldn't lead Sweden in battle), it was lead by Carl Gustaf Rehnskiöld. I could go on and on about historical incorrectness.<br /><br />The sound effects are the same throughout the movie. There is this exact same sound every time someone stabs another, and the guns all sound the same.<br /><br />This is not a movie worth watching in my opinion.",0.0
"Yasuhara Hasebe's violent Nikkatsu pinker Assault! Jack The Ripper is a sleaze classic that's about as rough as you're gonna find 'em--and it's easily better than the XXX Forced Entry and its ilk. At different turns, it dips into humor, eroticism, sadistic violence, misogyny, and drama and it plays out perfectly.<br /><br />What we got here is the story of a cake decorator and a waitress who work together and kill women to get off. The twist on this one is that the oversexed gal is the one who encourages the limp-dicked guy's spree of pastry-knife-in-vagina stabbings after an accidental killing gets him excited enough in the sack to please her. Great play between characters and straight up smuttyness make Assault! a real winner.<br /><br />Assault! Jack The Ripper is a new favorite of mine. Not as graphic in the vag-stabbing department as I would've liked but God bless the Nipponese and Hasebe in particular for consistently bringing the best sleazy rape films to the table. You already know if you need to see this one--9.5/10.",1.0
"If you're like me, and you're tired of seeing the same old crap come out of Hollywood year after year, add this movie to your watch list. 'Gun Shy' is a witty, off-beat comedy with an all-star cast. Liam Neeson stars as a nervous undercover DEA agent that must bring an old world mafia thug, Oliver Platt, and Columbian drug kingpins together in a multi-million dollar sting operation. At the same time, Neeson must also deal with an increasingly volatile digestive system and a horrifying fear of being found out. Produced by co-star Sandra Bullock. WARNING: Dumb people may find this movie boring or confusing.",0.0
"As many of the other reviewers have stated, this movie presents to us a character with dreams of creating a ""good life"" for himself, who ends up falling into the prison system. Q-Tip and Darnell Martin do a great job in developing a script that embodies a trueness to the characters, which I am sure that the cast helped expand on. The silent moments of the film present the best moments (especially the last minutes where his works are displayed).<br /><br />The movie takes ideas from many other prison films, however I have never seen a film present anything about asbestos and prisoners having to work in these conditions. After watching the DVD, I only wish that commentary were added and interviews at least with the director and writers. Worth a watch (or two). 8/10",1.0
"This movie is powerful on many levels...the character development, the plot, the acting, the special effects, the scenery, the music...it is uplifting and ""on the edge of your seat"" exciting....you are not just watching this movie..you are involved in it because you are carried away by the story...you are so affected by the plot and the compassion that you feel for the characters...I was especially touched by the development of the friendship between the two boys and the influence of the grandfather and the uncle in this story....and the truth revealed that good things can come from life experiences that, at the time, seem too challenging for words! ...wholesome, funny, thrilling, and touching....you can cry and you can laugh with the audience...finally, a movie for the entire family to watch and enjoy together!!",1.0
"This film exemplified the acting talents of Amitabh Bacchan. As he's aged his roles have been more of a dramatic nature and I think that this role in particular shows his talent and skill as a cinematic artist. Kareena Kapoor was another highlight. She looked beautiful in her plain clothing and makeup, a nice change indeed. Amir Khan doesn't seem to be as emotionally engaging with the audience and the limited scenes with Jaya Bacchan is just disappointing. She lights up the scene when she is in the room, and there just isn't enough of her to make a completely believable character. The musical numbers seem gratuitous and out of place in this dramatic context and it would have worked better had they been removed completely. This is still a very good film exploring ethic conflict in India post-partition, but just does not have the strength and impact of Bombay (1995).",1.0
"This movie made me think, laugh, cry and most of all smile. Newcomers, Ali Hillis and Drew Fuller, did a magnificent job in the role of Alexia and Jason. I hope to see them both in more leading roles in the near future. Abigail B. is just brilliant. I love that child! Hats off to the entire cast. They were all perfect in their given roles. I know the film is based on a Christian novel, and being a Christian, I was glad to see a film of this caliber make it to the big screen. The message is clear, simple and one that we can all learn from...believer or not. Thanks to everyone involved in getting this film to the big screen. It was truly a touching and inspirational movie.",1.0
"This is a rare gem, one that isn't afraid to confront what it means to grow up in 80s America. Set in 80s New York, Silver has lensed an astonishingly authentic view of childhood, surprisingly devoid of sentimentality. She isn't afraid to paint life in realist tones, often shocking the audience with the intrusion of adult behavior upon the young protagonist's life. The issue of class difference is central to the film's development of the two main characters Sarah and Kare; the former a rich Upper East-side innocent; the latter a brash, precocious Italian-Catholic schoolgirl. Yes, this treatment of the different class systems seems rather trite at first, but the complexities of the characters are mapped through until the sombre end, which is a refreshing change from the feel-good nonsense made by Disney et al. This independent film could have been a Disney film; thank Mickey Mouse it wasn't. A testament to the true spirit of independent cinema in the 80s.",1.0
"Now this serial had a lot of hype to live up to...I had heard or read that it was one of the best serials ever made from every source I encountered. It was spoken of in the same awed tones as The Adventures of Captain Marvel, Zorro's Fighting Legion, Fighting Devil Dogs, and Drums of Fu Manchu. And it lived up to all the hype.<br /><br />Charles Quigley, David Sharpe and Bruce Bennett are great as the three circus daredevils who join the police in their efforts to stop the escaped convict who is known by the name 39013. The action and thrills are easily on a par with most of the SFX blockbusters today...and these old time SFX are pretty believable too. Just watch the motorcycle racing ahead of the water in the flooding tunnel!<br /><br />This chapter play doesn't really fall into the ruts of many of the genre. The cliffhanger resolutions are all very believable, and there is only about a half a chapter of recap. The acting, beyond the three principals, is excellent. Carole Landis has a minor though pivotal role that really doesn't use her comic talents, but Charles Middleton plays the archtypical villain role that he became known for...especially after he took on the role of Ming the Merciless in Flash Gordon.<br /><br />There are few serials that I can recommend wholeheartedly. But Daredevils of the Red Circle has definitely joined that list!",1.0
"The first and most important thing to say about DRIVE-IN MASSACRE is that it is, in fact, a very poorly done movie. People who are looking for quality cinema of any kind should avoid this, although I dare say it is hardly ""the worst movie ever made,"" unless hyperbole is the only means by which you can communicate. The real question of this movie isn't whether it's bad or good; it is whether it's so bad, it's good. For those who like competent camera work, plot progression, and performance, this movie is not for you--make no mistake, DRIVE-IN MASSACRE is the bottom of the barrel (keeping in mind this is coming from someone who believes there is a level below the bottom).<br /><br />The other most important thing to say about this movie is that it is public domain. It can probably be found online for free, and it is available in a number of multi-movie boxed sets (including at least one of the sets with fifty movies). If you really, REALLY want to see it, it is available. As for whether or not you should see it, well...<br /><br />As the title suggests, this is a standard slasher film, originally made for screenings at drive-in theatres during the 1970's. And really, the goal for the drive-in audience wasn't really to be entertained by what was on the screen, but rather, to have what was shown on the screen assist patrons in getting into the pants of other patrons. For those gore hounds, there are some good bloody shots in this movie, and there's one bare-breast shot barely worth noting, but the shocks are cheap and will probably only coax the most squeamish of special ladies into the laps of their horny gentlemen.<br /><br />The plot revolves around, predictably, a series of slasher-style murders taking place at a local drive-in in Anytown, USA. The killer, in this case, is using a sword as his murder weapon, and there are, coincidentally, at least two characters in this movie who were, at one time, experts on sword use. At first, it seems like the killer only targets young couples who are prematurely pregnant. Our red herring, a standard in slasher flicks, is an amusing case as well--another killer, played by horror veteran George ""Buck"" Flower (he plays the mumbling old man in just about every horror flick out there) is found and shot down, only for the police to discover he's the wrong killer.<br /><br />So, for what its worth, DRIVE-IN MASSACRE does have an audience, just not a wide one. I found it amusing, and others will as well, but don't get your expectations too high for this one. I'd call it ""So Bad, It's Kind of Good."" Some of the dialogue, what can be heard, is rather amusing. The owner of the drive-in theatre, Austin Johnson (played by a man known only as Newton Naushaus), has some snide but humorous one-liners, especially while chiding the police.",0.0
"Well, I have to say i wasn't expecting much from the movie when I saw the trailer. I wasn't wrong. People should beware when movies of the same genre appear in big numbers; it will mean that at least 3 of 4 will be mediocre,bad or no redeeming value,whatever.<br /><br />***Spoilers..maybe*** While the ""adventure"" focus the most part on the ""growing"" and ""surprinsing""(because nobody can actually explain how many powers Will has or how did he get them)of Will Treston, it also points the relationship of him, with his family(BIG family, by the way), and maybe love-wise. Yet, the prophecy from which he was unaware, suddenly takes part over his life, when he mets ""The Raider"";he pursues Will,with some dogs you wont see again, he babbles something like ""Give me the signs"" and runs away scared of some people that calls themselves ""Old Ones"".<br /><br />Probably, its seems like the ""normal"" Fantasy-Adventure plot. Boy.Prophecy.Hero.Mission.Some Help.Dangers.Perils.Plot Twist.Final Battle.End...Wow that sounded Like Ocarina of Time. But i was not satisfied by the plot...Will finds the signs...for example,on a Tomb(on the local Church),on her sister birthday present,OK totally unexpected and the SUPER predicted and most obvious sign(The Soul)...but for that, Will didn't even had to walk a mile from his home. His powers...Angered Explosions, ""Super Strength""(Sometimes he was a pussy, actually), and Telekinesis( which he didn't care to use it, more than once). But, since all those powers were shitty, many characters actually didn't care to react at them(Will's Sister,Brother) or he was willing to keep them has a secret(Let me tell you a Secret...I have Super Powers). All this...i could easily forget it...but what destroyed me completely...was the ""Disco Battle""(Final Fight Between the Old Ones and the Raider)or the Final Fight Between Will and the Raider( The effects of the Light and Dark Energies looked so crappy, a White and Dark Blankets, would have worked better) ************************************ So, Ill give it a 3, because it was not the worst movie i have seen yet...but because of the many plot holes and ...why to put Maggie and Stephen on the promotional poster if they barely acted on the film? Bad advertising",0.0
"wow, i was not expecting much from this but found it to be very good! It sure kept my attention. I'm not usually a big fan of this genre of movie. Goldie did a good job. some of the shots happened so quick i wish i had seen it on dvd so I could rewind and take a second look.",0.0
"I have seen this movie many times over and I can assure you that it has yet to get old for me. The movie does a great job of allowing the audience to witness first hand and laugh about how difficult it is for a very average-looking middle aged man with no career to juggle his well-off wife and his ambitious mistress. Of course the fact that both main characters are married (George and his mistress), albeit to other people, is the main reason why this heavily vaudeville influenced comedy works so well. Poor Maurice, all he meant to do the day he met Georges was collect knick-knacks to help the poor Instead he ends up being forced  (after a little convincing) to pretend he is George's wife in order to help him hide the affair that his mistress is about to reveal and, in the end, discovers the feminine side he was never aware off.<br /><br />Despite the fact that the two main male characters pretend to be married to each other, there is no gay theme going per se but the comedy clearly arises from the fact that everyone is fooled by Maurice's act as he pretends to be George's homely wife (unlike in The Birdcage, which, although the latter is a very good comedy on its own, I find to have nothing in common with this one. Indeed, the fact that both contain a transvestite is pretty much the only similarity between the two movies since the reasons behind the cross dressing serve very different purposes!).<br /><br />For those of us who grew up in Europe, the whole side story about the Audi lover and the father and son cameos at the dealership made for some most welcome additional insider chuckles! If you are looking for a good laugh, watch this little gem, it is a great way to spend a couple of hours!",1.0
"Sorry, but I guess I'm going against the grain on this one. I remember when Michael O'Donoghue was writing for National Lampoon; he had a ""how to write a short story"" article. The thrust of the piece was -- if you get bored or can't figure out an ending, have your character get hit by a bus. This movie seems to take that approach.<br /><br />The 'miracle' invention that Tesla apparently provided Hugh Jackman's character, which allowed him to duplicate himself, is nowhere referenced in the movie. The ending is a cinematic equivalent of ""then he got hit by a bus"". In short, I think the audience was cheated. Apparently most of the people who commented on this movie didn't mind that, but I thought it lacked integrity.<br /><br />Beautiful cinematography, tortured accents, and a conceit that's actual a deceit. Not recommended.",0.0
"I admit, I thought this was going to be a throw-away film. I have an all-you-can rent membership with Hollywood Video and this was the only new release left on the day I rented this title. I'm a pretty harsh critic of films, so I just knew this was going to be awful. I hadn't read much about Lindsay Lohan (sorry, not of that generation), but I knew she'd been in the news in a bad way some time ago. For the people who rate a film mainly on the actor/actress involved - get a life. Please. Don't troll here. This was a GREAT film. Take a look at my ratings history and you'll see I don't rate movies highly.<br /><br />It's not Grindhouse. It was a lot better. It was almost Memento good. Really. I recommend going into this film with an open mind and you may also end up being pleasantly shocked.",0.0
"Take heart, fans of this very true-to-the-novel movie version, the new American channel Pax TV shows this movie sometimes, but unfortunately has cut about 50 minutes from it, making it about an hour and 45 minutes long. Still, it is heartening that this detailed version is faithful to the novel's setting of 1880s London, and the premise that Sarah's father has truly died, altho his ""dear friend"" finally finds the long-lost Sarah in the end. I would have liked more exterior scenes, but good acting by all.<br /><br />An interesting note - the novel started as a short story called ""Sarah Crewe, or What Happened at Miss Minchin's"" in the 1880s, serialized for a magazine. Response was so positive, that after the author Frances Burnett had adapted it for the stage at the turn of the century and called it ""A Little Princess,"" she re-wrote the book version, adding length and detail, and calling it ""Little Princess"" as well. The latter is what most know about and what you will find in the bookstores, but both versions are available on the internet to compare texts.",1.0
"The friends Donald made in Saludos Amigos send him several gifts for his birthday. Eventually he hooks up with Joe Carioca and Panchito and they sing the title song before the film turns into a song filled series of travel stops.<br /><br />Over the years I've watched this movie in pieces as the bits showed up on various Disney shows and compilation tapes but until recently I never watched the entire movie together. I had heard that it was quite good. Unfortunately who ever told me it was good never really watched it or hadn't seen it in years.<br /><br />The problem for me is that after a good opening segment of cartoons about birds the film becomes a music and dance fest. Joe Carioca and we get a song on Baia. When Panchito shows up we get surreal animation and some musical travels through Mexico. Its nice but any hope of it being anything more than ""music video"" is washed quickly away. Perhaps its just a dislike for the images that have been married to some nice songs, but I really don't like this movie.<br /><br />The mixture of live action and animation doesn't really work. Disney had been doing that sort of thing for twenty years prior to the release of this film and I expected more. Mostly the problem is that once the animated characters leave the foreground they look like badly done rear screen projection with all the color washed out.<br /><br />If you must see this, rent it. Actually rent it for the first half, but be prepared to dislike the second.",0.0
"**This review is based on the MST3K version of the movie.**<br /><br />This is a movie about a direction-less, spineless, and unlikable ""hero"" ( or at least the producer's idea of one) named Jodie who drives out to the country to eat his sandwich and meets a farm girl named Melissa. Melissa has a slight problem being that about 120 years ago she sold her soul to Satan and with our ""hero"" Jodie ( a male ) on the job the chances for correcting this problem do not look good. Jodie ends up spending a couple of days with Melissa at her family's walnut farm with her drab family who we do not care for or find interesting except for her old and ugly sister who makes a few appearances to murder people.<br /><br />The acting is bad but what will really get to you is the SLOW dialog between the two main characters. If you edited out half the gaps between their words the conversation might actually appear to flow normally but since this was not done you are simply left with big gaps where audience members ( the smart ones that is ) will run out of patience and leave the room. It is amazing that the editor left these scenes in; ""Yes, no room for improvement here. Another perfect take HA HA!"" Speaking of amazing, the song ""Amazing Grace"" is featured about half a dozen times toward the end of the film. It would have been interesting to have seen this in the theater to see how much the audience groaned when the song started for the third or fourth time. I am sure that a collective ""Not again !"" drowned out the first measure of the fourth, fifth, and sixth renditions of the song.<br /><br />About the only good thing about the movie is the woman who plays Melissa. She is most pleasant to look at. You think with a few, make that A LOT of acting lessons, her career could have been salvaged but it was not to be. With the mean-spirited and well-crafted remarks of the Mystery Science Theater gang the viewing experience will be about an 8 1/2. This is one of their best projects. They really tear this movie apart which is exactly what it deserves. Without them I only issue this warning; DO NOT WATCH THIS FILM ! YOU WILL BE SORRY ! I GAVE IT A 2 OUT OF 10 AND I MEAN IT !!!<br /><br />**** SEMI-SPOILER AHEAD****<br /><br />Our ""hero"" Jodie lets us down right to the end of the film. No surprise that a guy who takes THREE DAY lunch breaks is not a champion overcomer of adversity. Non-Christians will find the ending unclimatic but Christians will probably find it offensive much like I did. Remember, throwing a rock or an empty beer bottle at your television will not hurt those who are responsible for this film so just write a scathing review like I did. God Bless Mike and his robot friends.",0.0
"This has to be one of the most intelligent movies Hollywood produced in the 1930's; I see it comes from Lewis Milestone, who produced the equally-brilliant All Quiet on the Western Front (1930). These films have almost a European look - appropriate, because the novels are by European writers.<br /><br />You've got to admire Milestone for coaxing a sensitive performance out of Crawford, a woman who was happier when hamming it up. No wonder she didn't like her performance here; she was to genuinely ACT.<br /><br />The story deals with the inner nature of a sanctimonious religious hypocrite, something quite relevant now. A lesser director (and novelist) would have turned Sadie into someone unbelievably virtuous, but Milestone and Crawford show us a much more complex character. <br /><br />The other performances are great, too, especially Huston as the tormented evangelist; try comparing him to the chief satanist in The Seventh Victim (1943). The rain itself deserves special mention as a character establishing the insane claustrophobic atmosphere.<br /><br />The stage version was portrayed briefly in Scarface (1932), another great movie from the 1930's.",1.0
"This movie is rated PG which probably warranted. Today's PG films are usually pretty tame but they definitely put the ""P"" in this rating for a reason. Though they thoroughly enjoyed the ""dumb detectives"", my 2 young boys, ages 7 and 9, found many of the other characters to be scary and disturbing. Specifically, they found the Lord Morley character to be the most frightening.<br /><br />My 9 year old hasn't been able to go to sleep in his own bedroom for the 2 nights in a row since seeing this movie. He says the images are stuck in his head. My 7 yr old had some issues"" with it as well the first night but has since resolved them after considering the whole of the film. <br /><br />Parents might want to preview this film before showing it to their younger children or at the very least watch it with them. This is rather surprising and disappointing for a PG rated film that was written by Tim Conway who was always so very funny on the Carol Burnett show.",0.0
"In 1972, MGM was in dire financial straits (like most of the major studios, after trying to come up with another ""Sound of Music,"" and squandering millions in the process). MGM hired TV-executive James Aubrey in a desperate attempt to rescue the studio from oblivion. Aubrey responded by drastically cutting the budgets (and quality) of MGM's film output, and instead concentrated his efforts and the studio's remaining assets on the creation of a vulgar MGM Vegas hotel. Meanwhile, no one was around to run the store on the studio's film output, and ""They Only Kill Their Masters"" was typical of MGM's theatrical output during Aubrey's Reign of Terror. A cheapjack mystery no better(and in most ways worse) than the average TV movie-of-the-week, this abomination was especially horrific in unintended ways. For one, it was the last movie made on the memorable MGM backlot (soon to be bull-dozed and sold to realtors). Secondly, it reunited two of its top stars of the not-so-distant past, Peter Lawford and June Allyson, who starred in the memorable musical classic ""Good News"" filmed on that same lot 25 years earlier. To add insult to injury--SPOILER ALERT--an unhealthy-looking Lawford played one of the murder victims, and guess who the killer is? None other than poor Ms. Allyson, playing a homicidal lesbian whose motives remain as murky as everything else in this slapped-together disaster. Congratulations to Mr. Aubrey for cannibalizing the heritage of MGM, its wondrous backlot, and its rightful boasting that its contract players at one time constituted ""more stars than there are in heaven"" (look closely and you'll glimpse some other stars of years gone by--Ann Rutherford, Edmond O'Brien, etc--wasted in the wreckage). An all-around vile concoction that might have desecrated our memories of MGM for good, had not ""That's Entertainment"" (a compilation of MGM's greatest stars and musical numbers that became such an unexpected boxoffice hit that it spawned two sequels) come along 3 years later and put June Allyson and Peter Lawford together again exactly where they belonged--back on the (then-demolished) MGM backlot, singing and dancing up a storm to ""The Varsity Drag"" finale excerpted from. . . not ""They Only Kill Their Masters"".. . but the one-and-only collegiate musical classic ""Good News.""",1.0
"During the Depression, a young couple goes on the lam after the man is accused of a crime. This gritty drama is an early example of film noir, expertly directed by Lang, the great Expressionist filmmaker, although he sometimes goes overboard with the symbolism. Lang explored similar themes in Fury (with Sidney in a similar role to this), made a year earlier, but this one is better, not marred by the melodrama and overacting of the earlier film. Fonda and Sidney are excellent as the unfortunate couple, helped by a fine supporting cast. Memorable scenes include the escape from prison, tinged with irony, and the finale, as the couple makes a run for the border.",1.0
"Well, I hate to burst everyone's bubble before me, but IMAO this was a very ordinary film that was mildly amusing at best. What's worse is that it invokes a hefty glorification of gratuitous violence, so much so that it ruined the film (again IMAO). The violence wasn't ridiculous enough to be a mockery, but an essential part of the film, overstating other perhaps more interesting plot aspects that might have been developed further to a more satisfying - and original - whole.<br /><br />This is a pity, because it was very well acted (these guys shame some of the more recognized Hollywood stars), and the character development wasn't too bad either. And there was definitely potential, some of the peripheral themes were definitely candidates for further development. What ruined it was that the plot was so bloody stupid. This could have been a great movie if the central plot theme wasn't so banal.<br /><br />Sorry I couldn't give it more than two points out of ten, but this is an absolute (rather than a relative) scale, it was definitely a masterpiece for the budget they had. Shame about the subject matter.",0.0
"Though I wouldn't expect it at all, this was indeed a good movie. It has his problems (the teenagers are annoying as always, the dialoguse have major problems and the werewolf is not done very good), but you can surely pass over. The very good points: 1. The werewolf is quite crazy. He tears apart his victims, he IS a beast. 2. The werewolf is talking! This is ingenious indeed, I never saw it before, and I saw a lot of werewolf movies. You may think at first it is inappropriate, but I assure you the effect overall is very good. 3. There are pleasant nudity scenes, great tits, and the werewolf even rapes one of the teengirls in her perfect ass, in front of her boyfriend. While rather disturbing, the scene is quite good and adds to the story. 4. The atmosphere is nicely done, quite dark, quite 80's and there IS suspense. I am surely recommend the movie as one of the few werewolf movies made good in the last decades, with Ginger Snaps Unleashed and Dog Soldiers being other two examples in the same vein.",0.0
"I never seen the original ""Texas Chainsaw Massacre"", but the remake looks very interesting & entertaining. Leatherface character is now a legend in horror movies. When he took a face and put it on himself, you feel very uncomfortable in your chair.<br /><br />The sequel of the remake shows the beginning of of cannibalistic, inbred psychopaths family, who kill teens in Texas... Two mos important characters in this movie is Sheriff Hoyt & Thomas Hewitt (Leatherface). The torture them more, than in remake, who been released 3 years ago. Actors acted very creepy, but entertaining. They been so real. They accents makes you feel like in Texas. Acting was nice too. The emotions of teens was like it will be in true life. Dean & Eric fighting ,becouse they are brothers & they will give their life, if other will survive...<br /><br />Sadly, the ending was surprised. They all dead, in other hand - it looks logical. If Chrissie would be survived, she tell everyone about it and the family would be masked and we don't knew, hot the remake comes out...",1.0
"There are a couple of prior comments here which opine about this flick's abundance of clichés throughout -- and I agree completely, both with regard to the characters AND the dialog.<br /><br />I'd read about Elizabeth Berkly's awful performance in the equally-awful ""Showgirls,"" which I've never seen - and her performance here, while not awful, is barely up to the standards of Lifetime's worse fare. There was not a hint of depth to her character, but then there probably shouldn't have been. If so, it would have placed the film completely out-of-balance, since there wasn't a hint of depth or charisma - not a trace - in any one character, performer, or portrayal.<br /><br />The principal's handling of Liz's initial complaint after her tutee had kissed her in the hall was laughable. Her husband's initial reaction and advice were likewise (Forrest Gump, attacking Jenny's boyfriend in his car provided a more realistic, intelligent action, and, hell, he was mentally-challenged).<br /><br />The smarmy, unctuous lawyer (excuse the redundancy) father of the lying student actually performed something probably worthy of praise in his performance: he was both laughable and thoroughly annoying at the same time, no mean feat. Her attorney was more of an insensitive nerd, also not unknown in the profession.<br /><br />Finally (and frankly, I rather enjoyed this part), the police were such a collection of insensitive oafs, that you'd rather depend upon Barney Fife, without Andy, to handle all law enforcement and investigation in your community. I know that most real-like cops fall a bit short of the sharpness, intelligence and empathy of the level displayed by most characters on the ""Law and Order"" series', and the like -- but dolts of this level seem to be a staple on ""Lifetime.""<br /><br />Finally, I found a kind of ""story within a story"" fascination with Josh's concoction of his being the ""victim"" of his teacher. This scripted performance within the story was even worse than his overall performance in the main story. This was something of an achievement, like going from ""F"" to ""F-minus.""<br /><br />This whole lame situation should have been resolved - in real life - in about 15 minutes, following a realistic meeting between teacher and school authorities, with husband involved. But then that would have precluded the contrived drama following, and left an hour's blank film in the camera. <br /><br />But the writer(s) here, proved with their ending, they could do even worse. When the situation was finally ""resolved"" and ""righted,"" this was accomplished in all of about 45 seconds, with no indication of what measures might have been forthcoming in any ""real world"" context for the perpetrator and his parents, or whether they might have been able to find some sort of path toward redemption.<br /><br />This one's a 2* presentation; the second ""*"" because it does have some mild ""fascination.""",0.0
"Pretty awful! Only flat jokes, the movie does not make any sense at all. And Meg Ryan was supposed to be the hottest girl ever? What was that all about? That bot-ox face and that flat chest will even fool anyone? Stupid movie, stupid scenes, as someone once said, stupid scenes transitions (like Windows Movie Maker)...<br /><br />I could not laugh at all. I only waste my time and money watching this.... this... well... i think u got the idea.<br /><br />Please go spend your money elsewhere.<br /><br />Poor execution...<br /><br />Two thumbs down!",0.0
"Before seeing this movie, you may say to yourself, ""Peter Berlin? What's the big deal?"" But stay with it, as the story is rewarding. Director Jim Tushinski obviously saw a chance to put the urban gay-lib era of the seventies under a microscope by focusing on one man's story instead of a general documentary--and the man he focused on just happens to be ""the"" icon of gay sexual life at a certain crossroads. The film's imagery is evocative, the sexuality palpable, and the cameos from Armistead Maupin, Robert W. Richards, and others are witty. But the best moments of this film are during Mr. Berlin's touching recollections about his own life. As Berlin talks candidly about the losses he experienced as the seventies faded into the Reagan years, it's impossible to look away--partly because there are so many men whose experiences are reflected in his story. It's during these revelations that Tushinski knows to keep the camera trained closely on his subject, and these moments are what elevates this film from historical document to riveting cinema.",1.0
"This movie is quite OK as a cyber-punk. It is not Oscar material, but I found it totally enjoyable on a quiet Sunday.<br /><br />The story admittedly is a little thin, and some times too emotional but still it was nice to watch. The actors are doing an OK job, and the lead actress is a beauty.<br /><br />The CGI is OK, and the sets have that dark gloomy mood to it. The action sequences was OK choreographed as well.<br /><br />If you like CP movies, then why not. Just don't expect Bladerunner, though even that was deemed doomed in its day. This is a paced action flick, with some love and emotion in to it.",0.0
"In Moll's world we let people into our house to yell at us, throw drinks at each other, provoke us, and ultimately commit suicide in our spare room. Then we let their ghost into our bodies to screw up our marriage. OK. Still, it could have been dramatic or entertaining. On the plus side the photography is good and even beautiful in the mountains. On the sort of plus side, there was a thread of tension running through the movie and an atmosphere reminiscent of Todd Haynes's ""Safe"", though with none of the commitment of that movie. But the story never becomes believable. The relationships are never compelling - none of the depth of character or feeling between people in a movie like Solaris, for example. Consider how much simple human issues like privacy, isolation and irritation add to our sense of the human condition. Then look at the characters of Lemming: any of us would have thrown these people out of our lives after 5 minutes.",0.0
"This is probably the worst movie I have ever seen. I actually watched it all the way through to see if it could get any worse than it was at the beginning. It did! It appears to be 2 separate movies spliced together. The only thing interesting about it was the fact that some, if not all of it, was filmed around Melbourne, Australia, where my son attended Veterinary School. If it weren't for the opportunity to pick out recognizable landmarks, this movie would have been unbearable to watch. It was extremely painful to view anyway. It is difficult to tell if the people who put this movie together were serious in their intentions or were just trying for an oddball campy look. In any event it came out badly.",0.0
